"","edge_liked_by.count","edge_media_to_caption.edges","shortcode","tags","Year"
"262",629,"[{'node': {'text': ""”It always makes me happy and proud to remember that I was running my own business and selling clothes in South Sudan. I managed to buy a plot and build a house with six rooms so we would have space for all the kids. Now the rebels have probably smashed all the mirrors, taken the doors and destroyed our home”, Stella said in February 2018.\n.\nHere in Bidibidi Stella Sunday is taking care of 13 children, 10 of them foster children.\n.\nI first met her and her sister Lily in February 2018 when she helped me to find more women with Milayas. Stella knows everyone and followed us the next three days, always smiling and taking pictures with the small Fuji Instax I gave her to teach the children. Seven months later I met her again when we happened to arrive at the funeral of her sister Lily who had passed away the same morning and who was holding the sheet to the left in the last portrait of Stella.\n.\nIt’s never easy to see people grieving. And even harder to take pictures of it. But Stella made sure she wanted us to be there and me to continue taking pictures. Being back with her and giving them the portraits I had taken of Lily earlier this year, reminded me of why I’m always carrying my camera, taking pictures of everything and everyone, no matter if it seems important or not. You simply never know when it’s too late.\n.\nIn August 2017, the one millionth refugee from South Sudan entered Uganda to escape the war.\u2028.\u2028With most of the refugees being women and children who leave in the night during shootings, their bedsheets called Milaya are often one of the few things they carry. The handmade patterns have been made in South Sudan and Sudan for generations, and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end.\u2028.\u2028Bidibidi, with more than 270 000 people, is considered one of the world's largest refugee settlements.""}}]","Bpzz5t7BTCt","[]","2018"
"263",28,"[{'node': {'text': ""This is an evidence that the power of God have been evident and mighty in the Land. We have 505 people give their lives to Christ in 2 days.\n\nThe lame walked, deaf heard and the blind saw. Raw demonstration of the power of God.  It's extremely rewarding seeing lives transformed making Jesus famous.\n\nThe family of the lame girl that walked couldn't just get over the power of God.\n\nThey went calling out every other sick people. .\n\nKeep us in your prayers.\n.\n#missionsenablers \n#makingdisciples\n#MissionaryWork \n#evangelism\n#missionsenablersafrica \n#JesusChrist \n#MissionIsPossible""}}]","BpztypGAr-K","['missionsenablers', 'MissionaryWork', 'evangelism', 'makingdisciples', 'missionsenablersafrica', 'MissionIsPossible', 'JesusChrist']","2018"
"264",25,"[{'node': {'text': 'Here’s some of our work in Yumbe. Latrine construction and hygiene promotion.'}}]","BpkdiB1gq9_","[]","2018"
"265",48,"[{'node': {'text': 'Últimas horas para las votaciones en los premios teaming!!\n¿Nos ayudas a ganarlos?\n\nNo puede ser mas facil, pones tus datos y votas. Simple, simple!!\nA que esperas a ¿vortarnos?\n\nhttps://premios.teaming.net/victormandela\n☝🏾Link en la bio☝🏾 y si quieres dar un paso mas...por tan solo el precio de un cafe al mes, puedes ayudar a #VictorMandela y los refugiados de Bidibidi.\n¡conviertete en un teamer de Nzuri Daima! 💪🏻😍🎁 +1+1+1 +1+1+1 +1+1+1 +1+1+1'}}]","BpkKzrAAk_q","['VictorMandela']","2018"
"266",25,"[{'node': {'text': 'Support the people of South Sudan by buying a $10 sack of grain at www.grainforpain.com #grainforpain'}}]","BphA-C4gkxk","['grainforpain']","2018"
"267",2259,"[{'node': {'text': 'Papa, Gründungsmitglied von @vcakampala, setzt unsere Serie  #waterisahumanright in Uganda fort 💙\n📸 @papashotit'}}]","BpcSHGgFC-T","['waterisahumanright']","2018"
"268",8,"[{'node': {'text': ""Right thru every season, there ain't any reason you could stay....""}}]","BpW__ObCVMR","[]","2018"
"269",60,"[{'node': {'text': 'Very respectful baby.'}}]","BpV44K6Bc25","[]","2018"
"270",56,"[{'node': {'text': 'The King of Loos? This impressive looking drop-toilet has also been constructed with aid agency funding. The latrines are scattered round the villages of the settlement and help stop the spread of diseases like cholera, ecoli and salmonella caught from unprocessed fecal matter. Stupendously impressive infrastructure has been developed in one of the least developed places I have ever seen, the northern region of Uganda.\n.\n#water #withrefugees #loowithaview #refugees #uganda #southsudan #africa #photojournalist #nationalgeographic #gettyreportage #afp #picoftheday #'}}]","BpUP0ArBdBB","['nationalgeographic', 'withrefugees', 'southsudan', 'refugees', 'picoftheday', 'photojournalist', 'uganda', 'africa', 'afp', 'water', 'loowithaview', 'gettyreportage']","2018"
"271",48,"[{'node': {'text': ""Le prix international #JuliaMargaretCameron vient de récompenser la photographe d'@explicite.ja  Anne A-R 👏👏👏 En allant en #Ouganda à la frontière du #SudSoudan, Anne A-R pense photographier le plus grand camp de #réfugiés au monde. Témoignage après témoignage, c'est une épuration ethnique qu'on lui décrit. Un crime que l’#ONU commence à peine à qualifier.\n\n#JuliaMargaretCameron\n#SudSoudan\n#Uganda\n#bidibidi \n#ONU\n#picoftheday 👉 www.explicite.info""}}]","BpT9bhfBIND","['ONU', 'picoftheday', 'JuliaMargaretCameron', 'Uganda', 'Ouganda', 'réfugiés', 'SudSoudan', 'bidibidi']","2018"
"272",43,"[]","BpTu_xliqBj",NA,"2018"
"273",73,"[{'node': {'text': 'How do you provide water for almost 300,000 refugees? The answer is through a network of boreholes and taps funded by different aid agencies (see the logos on the sign!). They are serviced by water trucks rumbling round the site. What I love about the Ugandan refugee model is that it is inclusive of the local population who are also extremely poor. This is Ugandan mother Lilene Bako, 28, with her children using a water tap in the Bidibidi settlement. 70% of the humanitarian aid is to assist the refugees and 30% is for the local Ugandan community. The aim is peaceful coexistence ❤️.\n.\n.\n.\n.\n#portraitphotography #everydayeverywhere #photojournalism #gettyreportage #uganda #africa #southsudan #nationalgeographic #afp #portrait #photojournalist #reportage #water #wash #ig_portrait #unicef #ukaid'}}]","BpRimTkBIHt","['nationalgeographic', 'southsudan', 'reportage', 'ukaid', 'unicef', 'photojournalism', 'portrait', 'uganda', 'africa', 'photojournalist', 'everydayeverywhere', 'afp', 'water', 'portraitphotography', 'ig_portrait', 'wash', 'gettyreportage']","2018"
"274",125,"[{'node': {'text': 'There are some faces you never forget and Edina Meling\'s is one for me! Finishing my photo series from Uganda this week with this portrait of a beautiful soul. Edina, 35, is a refugee from Lainya county in South Sudan. The smiles (I think she didn\'t have her photo taken by a photographer before) hide some sorrow. ""I\'m sick. I\'ve been operated on here"", she said pointing to her middle. ""I just want to go home. I miss the space of South Sudan and my land so I can grow lots of food on it. I had cows and goats but they were taken by the rebels before I left."" Edina is one of up to 1.4 million South Sudanese seeking asylum and protection in Uganda. I met her at a verification exercise where unhcr and government teams were fact checking the number of refugees in a labour intensive process I have performed myself known as verification. The majority of refugees being registered, or re-registered, were women and children..\n.\n.\n#withrefugees #southsudan #uganda #guardiantravelsnaps #gettyreportage #everydayeverywhere #portraitphotography #portrait #photojournalism  #africa'}}]","BpPtelChQGn","['withrefugees', 'southsudan', 'guardiantravelsnaps', 'portrait', 'photojournalism', 'uganda', 'africa', 'everydayeverywhere', 'portraitphotography', 'gettyreportage']","2018"
"275",278,"[{'node': {'text': 'Today was an amazing day reuniting Sheila with her family in Bidi Bidi the worlds biggest Refugee Camp😱 We were greeted with love and some amazing South Sudanese food from her family and mama, i miss my mama she said i am her son now❤️ and tomorrow is where the fun begins we have big news! Thanks to @inkedup_barber for sponsoring our second student in full❗️we will be putting Sheilas brother in the Timeless Barber Scholarship Program as our official second student! While also @hiphopsaveslives and I will be finding them a house to live in and getting them out of the Refugee Camp for good!!!! Life will get better always believe in your self💫🇺🇬❤️ #timelssnpo “We dont waste time we make it”gxnzo #muzungu #kampala #eastafrica #africa #uganda #ugandamusic #eastafricantour #favoritemuzungu #predictyourfuture #keepmovingfoward  #internationaltouringartist #everydayrefugees #worldwideartistsdirectory\n#worldtraveler🌎 #refugeeswelcome #cantstopgang'}}]","BpPemjPFBqk","['eastafricantour', 'internationaltouringartist', 'timelssnpo', 'eastafrica', 'predictyourfuture', 'worldwideartistsdirectory', 'muzungu', 'everydayrefugees', 'worldtraveler', 'uganda', 'africa', 'keepmovingfoward', 'cantstopgang', 'kampala', 'ugandamusic', 'favoritemuzungu', 'refugeeswelcome']","2018"
"276",42,"[{'node': {'text': 'Shelia REUNITED with her family in BiBi refugee camp. Tomorrow we find them a house for all of them to move to!! REFUGEES WELCOME project! #hiphopsaveslives #TimelessNP'}}]","BpPYqSKHfvC","['TimelessNP', 'hiphopsaveslives']","2018"
"277",69,"[{'node': {'text': 'Man siger, at det er en glemt konflikt; menneskene fra verdens yngste land, sydsudaneserne, som må flygte fra alt hvad de ejer, har og elsker, efterlade deres mænd i krig, sætte alt på spil og krydse grænsen til Uganda. Men efter at have været dér, hvor flygtningene nu lever på ugandisk jord, i uvished om fremtiden, nutiden, alting, efter at have set i de mørke øjne, hvor tårerne trænger sig på, lyttet til historierne, forfærdelighederne, talt med menneskene, det handler om - med Doreen, der ikke kunne gå i skole, fordi systemet brød sammen, og hvis mor ikke kan sove om natten, fordi faderen endnu kæmper i hjemlandet, med Mawa hvis mor blev dræbt og hvis far fortsat er i kamp, men som formåede at flygte hertil med sine mindre søskende, med Isaac hvis lille datter ikke kan gå, fordi benet brækkede på flugten, og fordi lægehjælp er for dem med penge, efter at have mærket dét, i fællesskabet bygget huse af mudderet, udgravet veje med tunge skovle, fældet træer med økser i regnen, høstet solsikkekerner og plejet markerne i den bagende sol, efter at have set de netop ankomme på rækker i FN-teltene med deres iturevne tøj og for en gangs skyld lettede blikke, efter at have set børn græde af sult, voksne af fortvivlelse, efter at have set, følt, oplevet, hvordan det er at være på flugt hér, så glemmer man den aldrig.'}}]","BpL27AHC1aq","[]","2018"
"278",41,"[{'node': {'text': 'Early Childhood Development Centers teaching Ugandan and South Sudanese children the real value of friendship for peaceful new generations. \n#ForeverFriends\n#ForEveryChild\n#InvestInUGchildren'}}]","BpCuFe8i4ov","['InvestInUGchildren', 'ForeverFriends', 'ForEveryChild']","2018"
"279",55,"[{'node': {'text': 'Magnificent assist and goal.\n\n#ForEveryChild\n#InvestInUGchildren'}}]","BpCI5xhC9NF","['InvestInUGchildren', 'ForEveryChild']","2018"
"280",47,"[{'node': {'text': 'With your support, we’re training up the next generations of leaders.⠀\n—⠀\nThey’re taking the Gospel back to their homes - areas torn apart by war - to share the life giving news of Jesus Christ.\n—\np/c @snowzell'}}]","BpCD_dNl3QV","[]","2018"
"281",32,"[{'node': {'text': 'One big happy family! #onmission #tothenations'}}]","Bo_p7r1jgVH","['tothenations', 'onmission']","2018"
"282",22,"[{'node': {'text': 'Faculty at NEATS. These men are a great blessing to me and so many students. Pray for them as they teach the word and train the next generation of pastors and church leaders in Uganda, South Sudan, Sudan, Congo and beyond. #tothenations #onmission'}}]","Bo_pTiEjcDV","['onmission', 'tothenations']","2018"
"283",42,"[{'node': {'text': 'Our team! What a trip. God has been so good. We are blessed. #onmission #tothenations'}}]","Bo_o95GDknp","['tothenations', 'onmission']","2018"
"284",24,"[{'node': {'text': 'Seminary Students at the North East Africa Theological Seminary in the Bidi Bidi Refugee Camp practicing #3Circles evangelism. So cool! #tothenations #onmission'}}]","Bo_ouSDDgJ0","['onmission', 'tothenations', '3Circles']","2018"
"285",16,"[{'node': {'text': 'Choose people who choose you \n#Hustlers \n#MukamaWamanyi'}}]","Bo_LzJ1gHBo","['MukamaWamanyi', 'Hustlers']","2018"
"286",26,"[{'node': {'text': 'Another blessed day of ministry. Even when it’s hard these smiles make it worth it! #onmission #tothenations'}}]","Bo9W2IyjxQ6","['tothenations', 'onmission']","2018"
"287",39,"[{'node': {'text': 'Teaching the children about God’s love for them. #onmission #tothenations'}}]","Bo9WYn_j6UR","['tothenations', 'onmission']","2018"
"288",16,"[{'node': {'text': ""I Bidibidi flygtningelejr i Uganda har sydsudanesiske Suzanne på 23 år givet sig i kast med en symaskine.\n.\nMange kvinder er alene i lejren, og derfor er der indført flere centre og områder kun for kvinder.\n.\nPå kvindecenteret kan de bearbejde deres traumer, og de har plads til at udvikle deres faglige evner inden for blandt andet håndarbejde.\n.\nCenteret er til dagligt ledet af UNHCR's partner International Rescue Committee.\n#Bidibidi #kvinder #sydsudan #uganda #kvindecenter #selvstændighed\n📸 Foto: Charlotte Allan""}}]","Bo9Pd_3ggmB","['Bidibidi', 'sydsudan', 'uganda', 'kvinder', 'selvstændighed', 'kvindecenter']","2018"
